,player_name,height,weight,birth_date,active_from,active_to,position,years_played_NBA,college,NBA_g_played,NBA_per,NBA_fg%,NBA_ppg,NBA_ft%,NBA_fgpg,NBA_fgapg,NBA_ftpg,NBA_ftapg,NBA_3ptpg,NBA_3ptapg,NBA_3pt%,NBA_efg%,NCAA_fg%,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA_3ptpg,NCAA_3ptapg,NCAA_3pt%,go_college
1107,Ike Diogu,80,250.0,1983-09-11,2006,2012,F,6,Arizona State,225,15.6,0.509,6.0,0.786,2.2,4.3,1.6,2.1,0.0,0.0,0.5,0.51,0.571,91.0,21.4,0.786,6.8,11.9,7.4,9.4,0.5,1.2,0.387,True
1108,DeSagana Diop,84,300.0,1982-01-30,2002,2013,C,11,nan,601,9.8,0.427,2.0,0.467,0.8,2.0,0.3,0.6,0.0,0.0,0.167,0.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1109,Terry Dischinger,79,189.0,1940-11-21,1963,1973,F-G,10,Purdue,652,16.3,0.506,13.8,0.758,5.3,10.5,3.2,4.2,0.0,0.0,0.0,,0.553,70.0,28.3,0.819,9.0,16.4,10.2,12.4,0.0,0.0,0.0,True
1110,Fred Diute,75,210.0,1929-01-09,1955,1955,G,0,St. Bonaventure,7,-2.3,0.095,1.6,0.583,0.3,3.0,1.0,1.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1111,Vlade Divac,85,243.0,1968-02-03,1990,2005,C,15,nan,1134,17.7,0.495,11.8,0.692,4.6,9.3,2.5,3.7,0.1,0.4,0.235,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1112,Juan Dixon,75,164.0,1978-10-09,2003,2009,G,6,Maryland,436,12.8,0.413,8.4,0.833,3.2,7.8,1.3,1.5,0.8,2.2,0.341,0.461,0.468,141.0,16.1,0.85,5.7,12.1,3.0,3.6,1.7,4.4,0.389,True
1113,Earl Dodd,77,175.0,1924-11-01,1950,1950,F,0,Truman State University,9,-,0.222,1.7,0.6,0.7,3.0,0.3,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1114,Michael Doleac,83,262.0,1977-06-15,1999,2008,C,9,Utah,587,10.8,0.439,4.9,0.791,2.1,4.8,0.7,0.8,0.0,0.0,0.125,0.439,0.491,133.0,11.4,0.784,3.9,7.8,3.5,4.5,0.2,0.4,0.404,True
1115,Joe Dolhon,72,175.0,1927-07-09,1950,1951,G,1,NYU,77,-,0.311,6.4,0.734,2.1,6.7,2.3,3.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1116,Bob Doll,77,195.0,1919-08-10,1947,1950,F-C,3,Colorado,196,-,0.286,8.4,0.662,3.2,11.3,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1117,James Donaldson,86,275.0,1957-08-16,1981,1995,C,14,Washington State,957,13.8,0.571,8.6,0.732,3.2,5.7,2.1,2.8,0.0,0.0,0.0,0.571,0.542,84.0,8.5,0.581,3.4,6.3,1.7,2.9,0.0,0.0,0.0,True
1118,Luka Dončić,79,230.0,1999-02-28,2019,2022,G-F,3,nan,214,23.8,0.456,25.7,0.732,8.8,19.2,5.5,7.5,2.7,8.1,0.33,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1119,Bob Donham,74,190.0,1926-10-11,1951,1954,G-F,3,Ohio State,273,14.2,0.48,6.7,0.507,2.4,5.1,1.8,3.6,0.0,0.0,0.0,,0.557,47.0,15.3,0.508,5.9,10.6,3.5,6.8,0.0,0.0,0.0,True
1120,Billy Donovan,71,171.0,1965-05-30,1988,1988,G,0,Providence,44,8.7,0.404,2.4,0.81,1.0,2.5,0.4,0.5,0.0,0.2,0.0,0.404,0.461,122.0,10.9,0.813,3.7,8.0,2.7,3.3,,,0.409,True
1121,Harry Donovan,74,180.0,1926-09-10,1950,1950,G,0,Muhlenberg College,45,-,0.327,5.6,0.689,2.0,6.1,1.6,2.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1122,Keyon Dooling,75,196.0,1980-05-08,2001,2013,G,12,Missouri,728,11.5,0.416,7.0,0.799,2.5,6.0,1.4,1.7,0.6,1.8,0.349,0.467,0.411,59.0,12.1,0.733,3.8,9.2,3.4,4.7,1.1,3.4,0.338,True
1123,Aleksandar Djordjevic,74,198.0,1967-08-26,1997,1997,G,0,nan,8,12.5,0.5,3.1,0.8,1.0,2.0,0.5,0.6,0.6,0.9,0.714,0.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1124,Jacky Dorsey,79,230.0,1954-12-18,1978,1981,F,3,Georgia,60,8.4,0.389,2.4,0.544,0.9,2.4,0.5,1.0,0.0,0.0,0.0,0.389,0.491,52.0,23.7,0.723,10.0,20.3,3.8,5.2,0.0,0.0,0.0,True
1125,Joey Dorsey,80,268.0,1983-12-16,2009,2015,F,6,Memphis,130,12.1,0.534,2.6,0.375,1.1,2.0,0.5,1.2,0.0,0.0,0.0,0.534,0.614,149.0,6.7,0.42,2.7,4.4,1.3,3.1,0.0,0.0,,True
1126,Ron Dorsey,76,200.0,1948-10-10,1972,1972,F,0,Tennessee State,1,-3.0,0.25,4.0,0.0,2.0,8.0,0.0,2.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1127,Tyler Dorsey,77,183.0,1996-02-18,2018,2019,G,1,Oregon,104,10.5,0.389,6.7,0.669,2.4,6.2,0.8,1.2,1.1,3.2,0.35,0.478,0.455,75.0,14.1,0.732,4.6,10.0,2.9,3.9,2.1,5.0,0.416,True
1128,Luguentz Dort,75,215.0,1999-04-19,2020,2022,G,2,Arizona State,106,10.2,0.398,12.1,0.779,4.2,10.4,2.1,2.6,1.7,5.3,0.33,0.482,0.405,34.0,16.1,0.7,5.1,12.6,4.3,6.1,1.6,5.2,0.307,True
1129,Ayo Dosunmu,77,200.0,2000-01-17,2022,2022,G,0,Illinois,20,10.1,0.465,5.9,0.636,2.4,5.1,0.4,0.6,0.8,1.9,0.432,0.545,0.47,90.0,16.7,0.75,6.3,13.4,2.8,3.8,1.2,3.6,0.345,True
1130,Damyean Dotson,77,210.0,1994-05-06,2018,2021,G,3,"Oregon, Houston",211,10.3,0.417,7.5,0.711,2.8,6.8,0.6,0.9,1.2,3.5,0.346,0.505,0.464,134.0,12.9,0.796,4.8,10.4,1.5,1.9,1.8,4.8,0.38,True
1131,Devon Dotson,74,185.0,1999-08-02,2021,2022,G,1,Kansas,13,16.5,0.5,1.9,0.0,0.9,1.8,0.0,0.0,0.1,0.7,0.111,0.521,0.474,66.0,14.9,0.808,5.0,10.5,3.9,4.8,1.1,3.2,0.332,True
1132,Quincy Douby,75,175.0,1984-05-16,2007,2009,G,2,Rutgers University,143,9.7,0.389,4.1,0.884,1.6,4.0,0.5,0.6,0.5,1.5,0.312,0.448,0.432,95.0,17.8,0.82,6.1,14.1,2.9,3.6,2.6,6.8,0.389,True
1133,Bruce Douglas,75,195.0,1964-04-09,1987,1987,G,0,Illinois,8,5.7,0.292,1.8,0.0,0.9,3.0,0.0,0.5,0.0,0.1,0.0,0.292,0.446,130.0,9.7,0.743,3.9,8.8,1.8,2.4,,,0.25,True
1134,John Douglas,74,170.0,1956-06-12,1982,1983,G,1,Kansas,67,12.0,0.461,6.7,0.663,2.7,5.9,1.0,1.6,0.3,0.9,0.311,0.485,0.464,57.0,15.9,0.678,6.7,14.4,2.5,3.7,0.0,0.0,0.0,True
1135,Leon Douglas,82,230.0,1954-08-26,1977,1983,C-F,6,Alabama,456,11.9,0.495,7.9,0.601,3.0,6.1,1.8,3.0,0.0,0.0,0.0,0.495,0.503,111.0,17.2,0.59,7.0,14.0,3.1,5.3,0.0,0.0,0.0,True
1136,Sherman Douglas,72,180.0,1966-09-15,1990,2001,G,11,Syracuse,765,15.1,0.484,11.0,0.678,4.4,9.0,2.1,3.1,0.2,0.8,0.267,0.495,0.538,138.0,14.9,0.695,5.8,10.7,2.9,4.1,,,0.332,True
1137,Toney Douglas,74,195.0,1986-03-16,2010,2017,G,7,"Auburn, Florida State",394,13.2,0.404,7.6,0.824,2.8,6.9,1.0,1.2,1.1,3.2,0.354,0.486,0.442,130.0,16.8,0.802,5.7,12.9,3.6,4.4,1.8,4.9,0.376,True
1138,Chris Douglas-Roberts,79,200.0,1987-01-08,2009,2015,G,6,Memphis,222,11.5,0.439,7.1,0.831,2.6,5.9,1.5,1.8,0.4,1.1,0.329,0.471,0.54,109.0,14.2,0.725,5.1,9.4,3.3,4.6,0.7,1.8,0.372,True
1139,Sekou Doumbouya,80,230.0,2000-12-23,2020,2022,F,2,nan,96,6.9,0.388,5.6,0.693,2.1,5.5,0.8,1.2,0.6,2.2,0.256,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1140,Sonny Dove,79,198.0,1945-08-16,1968,1972,F,4,St. John's,222,14.0,0.457,11.1,0.647,4.5,9.8,2.1,3.2,0.0,0.2,0.222,0.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1141,Jerry Dover,67,155.0,1949-10-16,1972,1972,G,0,LeMoyne-Owen College,4,10.1,0.333,2.0,0.0,0.8,2.3,0.0,0.0,0.5,1.3,0.4,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1142,Zabian Dowdell,75,191.0,1984-09-10,2011,2011,G,0,Virginia Tech,24,11.7,0.408,5.0,0.941,2.1,5.2,0.7,0.7,0.1,0.4,0.3,0.42,0.43,122.0,14.6,0.745,5.1,11.9,2.7,3.6,1.7,4.7,0.367,True
1143,Bill Downey,78,210.0,1923-11-11,1948,1948,C,0,Marquette,3,-,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1144,Steve Downing,80,225.0,1950-09-09,1974,1975,C,1,Indiana,27,9.2,0.318,2.4,0.55,0.8,2.4,0.8,1.5,0.0,0.0,0.0,,0.48,76.0,16.1,0.528,7.0,14.5,2.1,4.0,0.0,0.0,0.0,True
1145,Jeff Dowtin,75,185.0,1997-05-10,2022,2022,G,0,Rhode Island,2,-5.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.447,128.0,11.0,0.715,4.1,9.1,1.9,2.7,1.0,2.7,0.361,True
1146,Danny Doyle,80,200.0,1940-02-06,1963,1963,F,0,Belmont Abbey College,4,22.2,0.5,4.0,0.8,1.5,3.0,1.0,1.3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1147,Milton Doyle,76,185.0,1993-10-31,2018,2018,G,0,Loyola Chicago,10,5.2,0.277,3.4,0.5,1.3,4.7,0.4,0.8,0.4,2.3,0.174,0.319,0.438,121.0,13.3,0.718,4.4,10.2,3.2,4.5,1.2,3.4,0.344,True
1148,PJ Dozier,78,205.0,1996-10-25,2018,2022,G,4,South Carolina,105,10.7,0.407,6.4,0.673,2.5,6.0,0.7,1.0,0.8,2.4,0.319,0.471,0.398,70.0,10.4,0.579,4.0,10.1,1.6,2.8,0.7,2.7,0.277,True
1149,Terry Dozier,81,210.0,1966-06-29,1990,1990,F,0,South Carolina,9,5.1,0.333,2.4,0.5,1.0,3.0,0.4,0.9,0.0,0.1,0.0,0.333,0.477,104.0,13.9,0.759,5.4,11.3,2.9,3.8,,,0.342,True
1150,Goran Dragić,75,190.0,1986-05-06,2009,2022,G,13,nan,872,16.8,0.462,13.9,0.767,5.1,11.0,2.5,3.2,1.2,3.4,0.364,0.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1151,Zoran Dragić,77,200.0,1989-06-22,2015,2015,G-F,0,nan,16,8.2,0.367,1.8,0.6,0.7,1.9,0.2,0.3,0.2,0.9,0.214,0.417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1152,Greg Dreiling,85,250.0,1962-11-07,1987,1997,C,10,"Wichita State, Kansas",474,7.4,0.467,2.1,0.649,0.8,1.7,0.6,0.8,0.0,0.0,0.333,0.469,0.568,134.0,10.8,0.731,4.1,7.3,2.5,3.4,,,,True
1153,Bryce Drew,74,185.0,1974-09-21,1999,2004,G,5,Valparaiso,243,9.6,0.382,4.4,0.83,1.7,4.5,0.4,0.5,0.6,1.7,0.371,0.451,0.449,121.0,17.7,0.834,5.8,12.8,3.2,3.8,3.0,6.9,0.435,True
1154,John Drew,78,205.0,1954-09-30,1975,1985,F-G,10,Gardner-Webb University,739,20.7,0.47,20.7,0.748,7.4,15.8,5.8,7.8,0.0,0.2,0.175,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1155,Larry Drew,73,170.0,1958-04-02,1981,1991,G,10,Missouri,714,14.0,0.467,11.4,0.798,4.6,9.9,1.9,2.4,0.2,0.6,0.291,0.475,0.479,117.0,12.0,0.745,4.8,9.9,2.5,3.3,0.0,0.0,0.0,True
1156,Larry Drew II,74,180.0,1990-03-05,2015,2018,G,3,"UNC, UCLA",22,4.1,0.329,2.9,0.667,1.2,3.7,0.1,0.1,0.3,1.6,0.2,0.372,0.412,131.0,5.5,0.601,2.0,4.9,0.9,1.5,0.6,1.8,0.343,True
1157,Clyde Drexler,79,210.0,1962-06-22,1984,1998,G,14,Houston,1086,21.1,0.472,20.4,0.788,7.7,16.3,4.3,5.5,0.8,2.4,0.318,0.495,0.538,96.0,14.4,0.643,6.2,11.5,2.0,3.1,0.0,0.0,0.0,True
1158,Nate Driggers,77,215.0,1973-10-12,1997,1997,G,0,University of Montevallo,15,6.8,0.302,2.4,0.714,0.9,2.9,0.7,0.9,0.0,0.6,0.0,0.302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1159,Terry Driscoll,79,215.0,1947-08-28,1971,1975,F,4,Boston College,274,10.9,0.419,4.1,0.694,1.6,3.9,0.8,1.2,0.0,0.0,0.0,0.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1160,Predrag Drobnjak,83,270.0,1975-10-27,2002,2005,C,3,nan,278,12.6,0.425,7.9,0.799,3.2,7.6,1.1,1.4,0.2,0.7,0.34,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1161,Ralph Drollinger,86,250.0,1954-04-20,1981,1981,C,0,UCLA,6,5.3,0.5,2.5,0.25,1.2,2.3,0.2,0.7,0.0,0.0,0.0,0.5,0.524,86.0,7.3,0.709,3.0,5.6,1.5,2.1,0.0,0.0,0.0,True
1162,Andre Drummond,82,279.0,1993-08-10,2013,2022,C,9,UConn,664,21.8,0.536,14.3,0.472,6.0,11.2,2.2,4.7,0.0,0.2,0.134,0.537,0.538,34.0,10.0,0.295,4.6,8.6,0.8,2.6,0.0,0.1,0.0,True
1163,Dennis DuVal,75,175.0,1952-03-31,1975,1976,G,1,Syracuse,50,11.2,0.361,1.9,0.667,0.8,2.2,0.4,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1164,Chris Duarte,78,190.0,1997-06-13,2022,2022,G,0,Oregon,20,10.9,0.418,13.1,0.682,5.2,12.5,0.8,1.1,2.0,5.5,0.358,0.496,0.473,54.0,14.9,0.803,5.3,11.2,2.3,2.9,2.0,5.3,0.38,True
1165,Dick Duckett,73,185.0,1933-03-25,1958,1958,G,0,St. John's,34,8.0,0.342,3.9,0.889,1.6,4.6,0.7,0.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1166,Kevin Duckworth,84,275.0,1964-04-01,1987,1997,C,10,Eastern Illinois University,684,11.9,0.468,11.8,0.736,4.7,10.0,2.4,3.3,0.0,0.0,0.208,0.468,0.577,118.0,13.3,0.705,5.3,9.2,2.7,3.8,,,,True
1167,Charles Dudley,74,180.0,1950-03-05,1973,1979,G,6,Washington,361,14.0,0.497,5.3,0.672,1.9,3.8,1.5,2.2,0.0,0.0,0.0,,0.445,51.0,11.8,0.733,4.1,9.2,3.7,5.0,0.0,0.0,0.0,True
1168,Chris Dudley,83,235.0,1965-02-22,1988,2003,C,15,Yale,886,10.7,0.412,3.9,0.458,1.6,3.8,0.8,1.7,0.0,0.0,0.0,0.412,0.513,102.0,12.6,0.512,5.0,9.8,2.6,5.1,,,,True
1169,Jared Dudley,78,237.0,1985-07-10,2008,2021,F-G,13,Boston College,904,12.5,0.463,7.3,0.732,2.7,5.7,1.0,1.4,1.0,2.5,0.393,0.548,0.504,130.0,15.9,0.731,5.3,10.5,4.4,6.0,0.9,2.5,0.365,True
1170,Terry Duerod,74,180.0,1956-07-29,1980,1983,G,3,Detroit Mercy,143,12.1,0.462,6.7,0.672,3.0,6.5,0.6,0.8,0.2,0.5,0.329,0.475,0.512,111.0,15.2,0.659,7.1,13.9,1.0,1.5,0.0,0.0,0.0,True
1171,Bob Duffy,76,175.0,1922-07-05,1947,1947,F,0,Tulane,17,-,0.219,1.1,0.714,0.4,1.9,0.3,0.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1172,Bob Duffy,75,185.0,1940-09-26,1963,1965,G,2,Colgate,94,10.8,0.396,4.3,0.649,1.7,4.4,0.8,1.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1173,Chris Duhon,73,185.0,1982-08-31,2005,2013,G,8,Duke,606,10.8,0.393,6.5,0.784,2.2,5.7,1.0,1.2,1.1,3.0,0.363,0.488,0.418,144.0,8.8,0.693,3.0,7.2,1.7,2.4,1.1,3.5,0.321,True
1174,Duje Dukan,81,220.0,1991-12-04,2016,2016,F,0,Wisconsin,1,4.2,0.2,6.0,0.0,2.0,10.0,0.0,0.0,2.0,5.0,0.4,0.3,0.427,97.0,3.1,0.656,1.1,2.6,0.4,0.7,0.5,1.4,0.328,True
1175,Walter Dukes,84,220.0,1930-06-23,1956,1963,C,7,Seton Hall,553,14.4,0.369,10.4,0.7,3.5,9.4,3.5,5.0,0.0,0.0,0.0,,0.437,87.0,19.9,0.662,6.5,14.9,6.9,10.4,0.0,0.0,0.0,True
1176,Joe Dumars,75,190.0,1963-05-24,1986,1999,G,13,McNeese State University,1018,15.3,0.46,16.1,0.843,5.9,12.8,3.4,4.0,1.0,2.5,0.382,0.498,0.462,116.0,22.5,0.788,8.1,17.6,6.2,7.9,0.2,0.3,0.625,True
1177,Rich Dumas,75,170.0,1944-04-21,1969,1969,G,0,Northeastern State University,1,-19.4,0.2,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1178,Richard Dumas,79,200.0,1969-05-19,1993,1996,F,3,Oklahoma State,102,15.9,0.509,10.6,0.694,4.3,8.4,2.0,3.0,0.0,0.1,0.231,0.511,0.501,70.0,15.9,0.685,6.4,12.8,3.0,4.4,0.1,0.4,0.192,True
1179,Tony Dumas,78,190.0,1972-08-25,1995,1998,G,3,Missouri-Kansas City,156,12.0,0.404,7.3,0.608,2.6,6.5,1.4,2.3,0.7,2.0,0.327,0.454,0.477,112.0,22.0,0.753,7.5,15.8,5.3,7.0,1.6,4.3,0.37,True
1180,Andy Duncan,78,195.0,1922-04-17,1949,1951,F-C,2,William & Mary,136,-,0.408,5.5,0.596,2.2,5.3,1.2,1.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1181,Tim Duncan,83,250.0,1976-04-25,1998,2016,F-C,18,Wake Forest,1392,24.2,0.506,19.0,0.696,7.4,14.6,4.2,6.1,0.0,0.1,0.179,0.507,0.577,128.0,16.5,0.689,6.2,10.7,4.1,5.9,0.1,0.4,0.321,True
1182,Mike Dunleavy,75,180.0,1954-03-21,1977,1990,G,13,South Carolina,438,14.0,0.467,8.0,0.81,3.0,6.4,1.7,2.1,0.4,1.3,0.339,0.492,0.484,111.0,14.3,0.798,5.5,11.4,3.2,4.0,0.0,0.0,0.0,True
1183,Mike Dunleavy,81,230.0,1980-09-15,2003,2017,F-G,14,Duke,986,13.9,0.441,11.2,0.803,4.0,9.1,1.9,2.4,1.3,3.5,0.377,0.514,0.475,104.0,13.2,0.698,4.8,10.1,1.9,2.7,1.7,4.6,0.371,True
1184,Kris Dunn,75,205.0,1994-03-18,2017,2021,G,4,Providence,231,11.8,0.42,8.2,0.727,3.3,8.0,0.9,1.3,0.5,1.8,0.305,0.454,0.45,95.0,12.8,0.693,4.5,9.9,3.1,4.5,0.8,2.2,0.354,True
1185,Pat Dunn,74,170.0,1931-03-17,1958,1958,G,0,Utah State University,28,9.4,0.311,2.5,0.824,1.0,3.2,0.5,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1186,T.R. Dunn,76,192.0,1955-02-01,1978,1991,G-F,13,Alabama,993,10.4,0.457,5.1,0.725,2.0,4.5,1.0,1.4,0.0,0.0,0.05,0.457,0.447,111.0,11.2,0.685,4.8,10.7,1.7,2.5,0.0,0.0,0.0,True
1187,Ronald Dupree,79,209.0,1981-01-26,2004,2011,F,7,LSU,157,10.2,0.427,3.5,0.559,1.4,3.2,0.7,1.3,0.0,0.1,0.385,0.432,0.483,129.0,13.4,0.638,5.2,10.7,2.6,4.0,0.5,1.7,0.3,True
1188,Kevin Durant,82,240.0,1988-09-29,2008,2022,F-G,14,Texas,903,25.3,0.496,27.1,0.882,9.2,18.6,6.7,7.6,1.9,4.9,0.384,0.546,0.473,35.0,25.8,0.816,8.7,18.5,6.0,7.3,2.3,5.8,0.404,True
1189,John Duren,75,195.0,1958-10-30,1981,1983,G,2,Georgetown,201,6.9,0.435,3.5,0.75,1.6,3.6,0.4,0.5,0.0,0.1,0.12,0.437,0.48,118.0,13.4,0.758,5.5,11.4,2.5,3.3,0.0,0.0,0.0,True
1190,Jarrett Durham,77,188.0,1949-08-22,1972,1972,F,0,Duquesne,1,-52.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1191,Pat Durham,79,210.0,1967-03-10,1993,1995,F,2,Colorado State,64,11.4,0.469,5.0,0.667,1.9,4.1,1.1,1.7,0.1,0.4,0.192,0.479,0.515,125.0,15.8,0.697,5.6,11.0,4.6,6.5,,,0.111,True
1192,Devin Durrant,79,200.0,1960-10-20,1985,1986,F,1,BYU,63,8.6,0.414,5.0,0.689,1.9,4.7,1.2,1.7,0.0,0.0,0.0,0.414,0.545,117.0,19.5,0.757,7.1,13.1,5.3,7.0,0.0,0.0,0.0,True
1193,Ken Durrett,79,190.0,1948-12-08,1972,1975,F,3,La Salle,120,10.7,0.434,4.0,0.637,1.6,3.7,0.8,1.3,0.0,0.0,0.0,,0.484,71.0,23.6,0.741,9.2,18.9,5.3,7.2,0.0,0.0,0.0,True
1194,Trevon Duval,74,189.0,1998-08-03,2019,2019,G,0,Duke,3,38.3,0.667,1.7,0.0,0.7,1.0,0.0,0.0,0.3,0.3,1.0,0.833,0.428,37.0,10.3,0.596,4.0,9.4,1.4,2.4,0.8,2.9,0.29,True
1195,Jack Dwan,76,200.0,1921-05-03,1949,1949,F-G,0,Loyola Chicago,60,-,0.318,4.6,0.493,2.0,6.3,0.6,1.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1196,Craig Dykema,80,190.0,1959-06-11,1982,1982,F,0,Cal State Long Beach,32,11.1,0.459,1.3,0.778,0.5,1.2,0.2,0.3,0.1,0.1,0.5,0.486,0.525,59.0,10.8,0.804,4.2,8.0,2.4,3.0,0.0,0.0,0.0,True
1197,Gene Dyker,78,225.0,1930-02-17,1954,1954,F,0,DePaul,11,0.4,0.231,1.5,0.5,0.5,2.4,0.4,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1198,Jerome Dyson,75,180.0,1987-05-01,2012,2012,G,0,UConn,9,11.3,0.396,7.4,0.778,2.1,5.3,3.1,4.0,0.1,0.9,0.125,0.406,0.39,113.0,14.4,0.735,4.6,11.9,4.0,5.4,1.2,3.8,0.318,True
1199,Ledell Eackles,77,220.0,1966-11-24,1989,1998,G-F,9,New Orleans,441,13.8,0.445,10.8,0.767,4.1,9.2,2.3,3.0,0.3,0.9,0.336,0.461,0.482,59.0,23.0,0.776,8.5,17.6,4.6,5.9,1.5,4.3,0.352,True
1200,Jim Eakins,83,215.0,1946-05-24,1969,1978,C,9,BYU,767,16.5,0.504,10.8,0.788,3.8,7.5,3.2,4.1,0.0,0.0,0.0,0.504,0.526,71.0,9.9,0.694,3.7,7.0,2.6,3.7,0.0,0.0,0.0,True
1201,Acie Earl,82,240.0,1970-06-23,1994,1997,F-C,3,Iowa,193,10.6,0.403,5.1,0.667,1.9,4.6,1.3,2.0,0.0,0.0,0.0,0.403,0.508,116.0,15.3,0.68,5.5,10.9,4.3,6.3,0.0,0.1,0.286,True
1202,Ed Earle,75,190.0,1927-04-28,1954,1954,F,0,Loyola Chicago,2,15.2,0.5,2.0,0.5,0.5,1.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1203,Cleanthony Early,80,210.0,1991-04-17,2015,2016,F,1,Wichita State,56,7.2,0.346,4.3,0.75,1.6,4.5,0.7,0.9,0.5,1.8,0.263,0.398,0.47,75.0,15.1,0.819,4.9,10.5,3.7,4.6,1.5,4.3,0.348,True
1204,Penny Early,63,114.0,1943-05-30,1969,1969,G,0,nan,1,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1205,Mark Eaton,88,275.0,1957-01-24,1983,1993,C,10,UCLA,875,10.9,0.458,6.0,0.649,2.4,5.2,1.2,1.9,0.0,0.0,0.0,0.458,0.449,30.0,1.8,0.409,0.7,1.6,0.3,0.7,0.0,0.0,0.0,True
1206,Jerry Eaves,76,180.0,1959-02-08,1983,1987,G,4,Louisville,168,11.8,0.472,6.7,0.773,2.5,5.3,1.8,2.3,0.0,0.1,0.071,0.472,0.505,129.0,9.7,0.714,3.6,7.0,2.6,3.6,0.0,0.0,0.0,True
1207,Devin Ebanks,81,215.0,1989-10-28,2011,2013,F,2,West Virginia,63,9.6,0.385,3.6,0.722,1.3,3.4,0.8,1.1,0.1,0.6,0.222,0.404,0.463,69.0,11.2,0.736,4.0,8.6,3.1,4.2,0.1,1.0,0.114,True
