,Unnamed: 0,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA_fg%,NBA_g_played,NBA_ppg,NBA_ft%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft_per_g,NBA_fta_p_g,NBA__3ptpg,NBA__3ptapg,NBA__3ptpct,NBA_efgpct,NCAA_fgpct,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA__3ptpg,NCAA__3ptapg,NCAA__3ptpct
2825,2825,/players/m/maxweve01.html,Vernon Maxwell,1989,2001,G,Florida,6-4,180.0,"September 12, 1965",0.398,855.0,12.8,0.733,4.6,11.6,2.1,2.9,1.5,4.6,0.32,0.462,0.462,130.0,18.8,0.715,7.1,15.3,3.9,5.4,,,0.375
2826,2826,/players/m/maydo01.html,Don May,1969,1975,F,Dayton,6-4,200.0,"January 3, 1946",0.453,379.0,8.8,0.798,3.6,7.9,1.7,2.1,,,,,0.472,90.0,22.0,0.769,8.2,17.3,5.7,7.4,,,
2827,2827,/players/m/maysc01.html,Scott May,1977,1983,F,Indiana,6-7,215.0,"March 19, 1954",0.462,355.0,10.4,0.811,4.0,8.7,2.3,2.9,0.0,0.0,0.0,0.462,0.513,90.0,17.7,0.774,7.4,14.4,2.9,3.7,,,
2828,2828,/players/m/mayse01.html,Sean May,2006,2010,F,UNC,6-9,266.0,"April 4, 1984",0.458,119.0,6.9,0.746,2.7,5.9,1.4,1.9,0.0,0.1,0.231,0.46,0.513,77.0,15.8,0.717,5.7,11.2,4.3,6.0,0.0,0.1,0.0
2829,2829,/players/m/maybele01.html,Lee Mayberry,1993,1999,G,Arkansas,6-1,172.0,"June 12, 1970",0.415,496.0,5.1,0.659,1.9,4.6,0.5,0.8,0.8,2.0,0.377,0.498,0.495,139.0,14.0,0.724,5.2,10.5,2.0,2.7,1.6,3.7,0.424
2830,2830,/players/m/mayescl01.html,Clyde Mayes,1976,1977,F,Furman University,6-8,225.0,"March 17, 1953",0.446,74.0,4.0,0.567,1.6,3.6,0.8,1.4,,,,,,,,,,,,,,,
2831,2831,/players/m/mayesth01.html,Tharon Mayes,1992,1992,G,Florida State,6-3,175.0,"September 9, 1968",0.303,24.0,4.1,0.667,1.3,4.1,1.0,1.5,0.6,1.7,0.366,0.379,0.495,77.0,16.4,0.784,6.1,12.2,2.6,3.3,1.7,4.4,0.38
2832,2832,/players/m/mayfibi01.html,Bill Mayfield,1981,1981,F,Iowa,6-7,205.0,"October 17, 1957",0.444,7.0,2.4,0.5,1.1,2.6,0.1,0.3,0.0,0.0,,0.444,0.471,78.0,7.8,0.642,3.1,6.6,1.6,2.5,,,
2833,2833,/players/m/mayfike01.html,Ken Mayfield,1976,1976,G,Tuskegee University,6-2,185.0,"May 11, 1948",0.37,13.0,2.8,1.0,1.3,3.5,0.2,0.2,,,,,,,,,,,,,,,
2834,2834,/players/m/maynoer01.html,Eric Maynor,2010,2014,G,VCU,6-3,175.0,"June 11, 1987",0.392,267.0,4.3,0.721,1.6,4.2,0.6,0.8,0.4,1.2,0.35,0.442,0.449,130.0,15.0,0.791,5.0,11.2,3.9,4.9,1.1,3.0,0.37
2835,2835,/players/m/mayooj01.html,O.J. Mayo,2009,2016,G,USC,6-5,210.0,"November 5, 1987",0.429,547.0,13.8,0.82,5.1,12.0,2.0,2.5,1.6,4.2,0.373,0.494,0.442,33.0,20.7,0.803,7.2,16.2,3.7,4.6,2.7,6.5,0.409
2836,2836,/players/m/mayssk01.html,Skylar Mays,2021,2022,G,LSU,6-4,205.0,"September 5, 1997",0.461,36.0,3.7,0.893,1.3,2.8,0.7,0.8,0.4,1.2,0.357,0.534,0.445,130.0,12.4,0.845,4.0,9.0,3.1,3.7,1.3,3.9,0.345
2837,2837,/players/m/maystr01.html,Travis Mays,1991,1993,G,Texas,6-2,190.0,"June 19, 1968",0.41,115.0,11.1,0.749,3.7,9.1,2.7,3.6,0.9,2.5,0.362,0.459,0.442,124.0,18.4,0.746,6.1,13.8,4.2,5.6,2.0,5.4,0.37
2838,2838,/players/m/mazzama01.html,Matt Mazza,1950,1950,F,Michigan State,6-3,210.0,"September 23, 1923",0.3,26.0,3.8,0.711,1.3,4.2,1.2,1.7,,,,,,,,,,,,,,,
2839,2839,/players/m/mbahalu01.html,Luc Mbah a Moute,2009,2020,F,UCLA,6-8,230.0,"September 9, 1986",0.454,689.0,6.4,0.659,2.4,5.4,1.2,1.8,0.3,0.9,0.334,0.482,0.503,107.0,8.7,0.668,3.4,6.8,1.7,2.5,0.2,0.9,0.215
2840,2840,/players/m/mcadobo01.html,Bob McAdoo,1973,1986,C-F,"Vincennes University, UNC",6-9,210.0,"September 25, 1951",0.503,852.0,22.1,0.754,8.7,17.3,4.6,6.1,0.0,0.1,0.081,0.503,0.516,31.0,19.5,0.707,7.8,15.2,3.8,5.4,,,
2841,2841,/players/m/mcadoja01.html,James Michael McAdoo,2015,2018,F,UNC,6-9,230.0,"January 4, 1993",0.528,111.0,3.0,0.534,1.2,2.3,0.6,1.1,0.0,0.2,0.294,0.538,0.447,108.0,11.4,0.569,4.3,9.7,2.8,4.9,0.0,0.1,0.0
2842,2842,/players/m/mcbrike01.html,Ken McBride,1955,1955,G-F,University of Maryland Eastern Shore,6-3,190.0,"May 23, 1929",0.327,12.0,9.8,0.724,4.0,12.3,1.8,2.4,,,,,,,,,,,,,,,
2843,2843,/players/m/mcbrimi01.html,Miles McBride,2022,2022,G,West Virginia,6-2,200.0,"September 8, 2000",0.0,3.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.7,0.0,0.0,0.419,60.0,12.6,0.785,4.3,10.3,2.8,3.6,1.2,3.2,0.368
2844,2844,/players/m/mccalta01.html,Tahjere McCall,2019,2019,G,Tennessee State,6-5,195.0,"August 17, 1994",0.667,1.0,4.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.667,0.427,117.0,10.0,0.677,3.3,7.8,3.1,4.6,0.3,1.2,0.23
2845,2845,/players/m/mccalra01.html,Ray McCallum,2014,2016,G,Detroit Mercy,6-3,190.0,"June 12, 1991",0.408,154.0,6.0,0.711,2.4,5.9,0.7,0.9,0.5,1.4,0.335,0.447,0.465,102.0,15.9,0.723,5.4,11.5,4.2,5.8,1.0,3.3,0.29
2846,2846,/players/m/mccanbo01.html,Bob McCann,1990,1998,F,"Upsala College, Morehead State University",6-6,244.0,"April 22, 1964",0.479,178.0,4.2,0.577,1.7,3.5,0.8,1.4,0.0,0.0,0.2,0.48,,,,,,,,,,,
2847,2847,/players/m/mccanbr01.html,Brendan McCann,1958,1960,G,St. Bonaventure,6-2,178.0,"July 5, 1935",0.204,41.0,1.8,0.7,0.6,2.8,0.7,1.0,,,,,,,,,,,,,,,
2848,2848,/players/m/mccanme01.html,Mel McCants,1990,1990,F,Purdue,6-8,240.0,"August 19, 1967",0.308,13.0,1.7,0.75,0.6,2.0,0.5,0.6,0.0,0.0,,0.308,,,,,,,,,,,
2849,2849,/players/m/mccanra01.html,Rashad McCants,2006,2009,G,UNC,6-4,207.0,"September 25, 1984",0.431,249.0,10.0,0.741,3.7,8.6,1.4,1.8,1.2,3.2,0.368,0.499,0.486,98.0,17.6,0.721,6.3,12.9,2.8,3.8,2.3,5.4,0.415
2850,2850,/players/m/mccarmi01.html,Mike McCarron,1947,1950,G,Seton Hall,5-11,180.0,"March 2, 1922",0.28,68.0,9.7,0.614,3.5,12.5,2.6,4.3,,,,,,,,,,,,,,,
2851,2851,/players/m/mccaran01.html,Andre McCarter,1977,1981,G,UCLA,6-3,190.0,"August 25, 1953",0.431,103.0,3.8,0.725,1.7,3.8,0.5,0.7,0.0,0.2,0.25,0.434,0.416,86.0,6.9,0.714,2.8,6.7,1.3,1.9,,,
2852,2852,/players/m/mccarwi01.html,Willie McCarter,1970,1972,G,Drake University,6-3,175.0,"July 26, 1946",0.402,155.0,7.0,0.656,3.1,7.7,0.8,1.2,,,,,,,,,,,,,,,
2853,2853,/players/m/mccarjo01.html,Johnny McCarthy,1957,1964,G,Canisius,6-1,185.0,"April 25, 1934",0.353,316.0,7.8,0.622,3.0,8.6,1.7,2.7,,,,,,,,,,,,,,,
2854,2854,/players/m/mccarho01.html,Howie McCarty,1947,1947,F-G,Wayne State University,6-2,190.0,,0.122,19.0,1.1,0.1,0.5,4.3,0.1,0.5,,,,,,,,,,,,,,,
2855,2855,/players/m/mccarke01.html,Kelly McCarty,1999,1999,G-F,Southern Miss,6-7,200.0,"August 24, 1975",0.667,2.0,2.0,,1.0,1.5,0.0,0.0,0.0,0.0,,0.667,0.421,117.0,11.9,0.691,4.5,10.6,2.0,2.9,0.9,3.0,0.297
2856,2856,/players/m/mccarwa01.html,Walter McCarty,1997,2006,F,Kentucky,6-10,230.0,"February 1, 1974",0.392,593.0,5.2,0.698,1.8,4.7,0.7,1.0,0.8,2.2,0.346,0.474,0.515,103.0,9.2,0.684,3.4,6.6,1.6,2.4,0.7,1.8,0.401
2857,2857,/players/m/mccasam01.html,Amal McCaskill,1997,2004,F-C,Marquette,6-11,235.0,"October 28, 1973",0.377,114.0,1.8,0.609,0.7,1.9,0.4,0.6,0.0,0.0,0.0,0.377,0.545,111.0,7.8,0.644,3.0,5.4,1.8,2.8,0.0,0.0,0.4
2858,2858,/players/m/mccawpa01.html,Patrick McCaw,2017,2021,G,UNLV,6-7,181.0,"October 25, 1995",0.42,199.0,3.8,0.785,1.5,3.5,0.4,0.5,0.5,1.5,0.305,0.486,0.439,65.0,12.2,0.753,4.2,9.6,1.9,2.5,1.9,5.2,0.367
2859,2859,/players/m/mccladw01.html,Dwayne McClain,1986,1986,G,Villanova,6-6,185.0,"February 7, 1963",0.383,45.0,3.5,0.514,1.5,4.0,0.4,0.8,0.0,0.2,0.111,0.386,0.575,125.0,12.4,0.739,5.1,9.0,2.1,2.8,,,
2860,2860,/players/m/mcclate01.html,Ted McClain,1972,1979,G,Tennessee State,6-1,180.0,"August 30, 1946",0.449,555.0,8.4,0.767,3.3,7.4,1.7,2.2,0.1,0.3,0.218,0.453,,,,,,,,,,,
2861,2861,/players/m/mcclida01.html,Dan McClintock,2001,2001,C,Northern Arizona University,7-0,270.0,"April 19, 1977",0.5,6.0,3.0,0.0,1.5,3.0,0.0,0.8,0.0,0.0,,0.5,0.632,115.0,11.9,0.652,4.7,7.5,2.4,3.7,0.0,0.0,0.0
2862,2862,/players/m/mccloja01.html,Jack McCloskey,1953,1953,G,Penn,6-2,190.0,"September 19, 1925",0.333,1.0,6.0,,3.0,9.0,0.0,0.0,,,,,,,,,,,,,,,
2863,2863,/players/m/mccloge01.html,George McCloud,1990,2002,G-F,Florida State,6-6,205.0,"May 27, 1967",0.402,766.0,9.0,0.81,3.2,8.0,1.4,1.7,1.2,3.4,0.358,0.477,0.46,117.0,13.5,0.778,4.5,9.8,2.7,3.5,,,0.436
2864,2864,/players/m/mccolcj01.html,CJ McCollum,2014,2022,G,Lehigh,6-3,190.0,"September 19, 1991",0.454,536.0,19.0,0.824,7.3,16.0,2.2,2.6,2.3,5.7,0.398,0.525,0.439,111.0,21.3,0.825,6.9,15.7,5.5,6.7,2.0,5.2,0.377
2865,2865,/players/m/mcconjo01.html,John McConathy,1952,1952,F,Northwestern State University,6-5,195.0,"April 9, 1930",0.138,11.0,1.3,0.429,0.4,2.6,0.5,1.3,,,,,,,,,,,,,,,
2866,2866,/players/m/mcconbu01.html,Bucky McConnell,1953,1953,G,Marshall,5-10,170.0,"July 1, 1928",0.38,14.0,4.9,0.483,1.9,5.1,1.0,2.1,,,,,,,,,,,,,,,
2867,2867,/players/m/mccontj01.html,T.J. McConnell,2016,2022,G,"Duquesne, Arizona",6-1,190.0,"March 25, 1992",0.503,463.0,6.8,0.759,3.0,6.0,0.5,0.6,0.2,0.7,0.327,0.522,0.49,139.0,10.2,0.749,4.0,8.1,1.3,1.7,1.0,2.6,0.38
2868,2868,/players/m/mccorke01.html,Keith McCord,1981,1981,G,"Alabama, UAB",6-7,210.0,"June 22, 1957",0.5,2.0,2.0,,1.0,2.0,0.0,0.0,0.0,0.0,,0.5,0.462,105.0,8.7,0.771,3.5,7.6,1.8,2.3,,,
2869,2869,/players/m/mccorti01.html,Tim McCormick,1985,1992,C,Michigan,6-11,240.0,"March 10, 1962",0.535,483.0,8.3,0.703,3.2,6.0,1.9,2.8,0.0,0.0,0.063,0.535,0.556,90.0,9.8,0.737,3.4,6.1,3.1,4.2,,,
2870,2870,/players/m/mccoyje01.html,Jelani McCoy,1999,2008,C,UCLA,6-10,245.0,"December 6, 1977",0.539,260.0,4.6,0.49,2.0,3.6,0.7,1.4,0.0,0.0,,0.539,0.694,78.0,10.4,0.462,4.4,6.4,1.5,3.3,0.0,0.0,
2871,2871,/players/m/mccrapa01.html,Paul McCracken,1973,1977,G,Cal State Northridge,6-4,180.0,"September 11, 1950",0.45,37.0,4.3,0.596,1.7,3.8,0.9,1.5,,,,,,,,,,,,,,,
2872,2872,/players/m/mccrach01.html,Chris McCray,2007,2007,G,Maryland,6-5,192.0,"May 27, 1984",0.0,5.0,0.0,,0.0,0.6,0.0,0.0,0.0,0.0,,0.0,0.463,103.0,10.8,0.854,3.5,7.7,2.7,3.1,1.0,3.0,0.33
2873,2873,/players/m/mccraro01.html,Rodney McCray,1984,1993,F-G,Louisville,6-7,220.0,"August 29, 1961",0.503,768.0,11.7,0.761,4.6,9.1,2.5,3.3,0.1,0.3,0.26,0.507,0.573,135.0,9.2,0.693,3.6,6.3,2.1,3.0,,,
2874,2874,/players/m/mccrasc01.html,Scooter McCray,1984,1987,F-G,Louisville,6-9,215.0,"February 8, 1960",0.423,77.0,2.9,0.611,1.1,2.5,0.8,1.2,0.0,0.0,,0.423,0.448,131.0,7.6,0.649,3.0,6.6,1.6,2.5,,,
2875,2875,/players/m/mccreer01.html,Erik McCree,2018,2018,F,Louisiana Tech,6-7,219.0,"December 20, 1993",0.0,4.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0,0.459,123.0,12.3,0.738,4.3,9.4,2.6,3.5,1.1,3.3,0.342
2876,2876,/players/m/mcculch01.html,Chris McCullough,2016,2018,F,Syracuse,6-11,200.0,"February 5, 1995",0.426,59.0,3.3,0.548,1.3,3.1,0.4,0.7,0.3,0.8,0.306,0.467,0.478,16.0,9.3,0.563,3.4,7.1,2.5,4.4,0.1,0.1,1.0
2877,2877,/players/m/mcculjo01.html,John McCullough,1982,1982,G,Oklahoma,6-4,190.0,"October 5, 1956",0.692,8.0,2.6,0.6,1.1,1.6,0.4,0.6,0.0,0.0,,0.692,0.467,110.0,13.7,0.79,5.5,11.8,2.5,3.1,,,
2878,2878,/players/m/mcdancl01.html,Clint McDaniel,1996,1996,G,Arkansas,6-4,180.0,"February 26, 1972",0.348,12.0,2.5,0.75,0.7,1.9,1.0,1.3,0.2,0.5,0.333,0.391,0.425,125.0,8.1,0.737,2.6,6.2,1.8,2.4,1.0,2.8,0.352
2879,2879,/players/m/mcdanxa01.html,Xavier McDaniel,1986,1998,F,Wichita State,6-7,205.0,"June 4, 1963",0.485,870.0,15.6,0.718,6.5,13.4,2.5,3.5,0.1,0.3,0.261,0.489,0.564,117.0,18.4,0.624,7.6,13.5,3.1,5.0,,,
2880,2880,/players/m/mcdanja02.html,Jaden McDaniels,2021,2022,F,Washington,6-9,185.0,"September 29, 2000",0.44,70.0,6.5,0.6,2.5,5.7,0.4,0.6,1.1,3.1,0.352,0.535,0.405,31.0,13.0,0.763,4.4,10.8,2.8,3.7,1.4,4.1,0.339
2881,2881,/players/m/mcdanja01.html,Jalen McDaniels,2020,2022,F,San Diego State,6-9,205.0,"January 31, 1998",0.475,70.0,6.8,0.72,2.5,5.4,1.0,1.3,0.7,2.0,0.357,0.543,0.504,67.0,13.2,0.758,5.0,10.0,2.7,3.6,0.4,1.4,0.298
2882,2882,/players/m/mcdanji01.html,Jim McDaniels,1972,1978,C-F,Western Kentucky,6-11,228.0,"April 2, 1948",0.466,271.0,10.0,0.72,4.2,9.1,1.5,2.1,0.0,0.0,,0.466,,,,,,,,,,,
2883,2883,/players/m/mcdankj01.html,K.J. McDaniels,2015,2017,G-F,Clemson,6-6,205.0,"February 9, 1993",0.412,148.0,5.3,0.776,1.9,4.6,1.1,1.4,0.5,1.6,0.29,0.464,0.45,94.0,11.0,0.767,3.9,8.6,2.4,3.2,0.9,2.8,0.313
2884,2884,/players/m/mcderdo01.html,Doug McDermott,2015,2022,F,Creighton,6-7,225.0,"January 3, 1992",0.478,481.0,9.0,0.824,3.4,7.1,0.9,1.0,1.3,3.2,0.408,0.57,0.55,145.0,21.7,0.831,7.9,14.3,4.1,4.9,1.9,4.1,0.458
2885,2885,/players/m/mcderse01.html,Sean McDermott,2021,2021,F,Butler,6-6,195.0,"November 3, 1996",0.394,18.0,2.2,1.0,0.7,1.8,0.4,0.4,0.3,1.2,0.227,0.47,0.467,125.0,7.8,0.824,2.6,5.6,0.9,1.1,1.6,4.0,0.403
2886,2886,/players/m/mcdonbe01.html,Ben McDonald,1986,1989,F,"University of California, Irvine",6-8,210.0,"July 20, 1962",0.468,176.0,6.0,0.727,2.6,5.6,0.7,1.0,0.1,0.3,0.227,0.473,0.523,114.0,13.3,0.686,5.6,10.7,2.1,3.0,,,
2887,2887,/players/m/mcdongl01.html,Glenn McDonald,1975,1977,F-G,Cal State Long Beach,6-6,190.0,"March 18, 1952",0.4,146.0,4.2,0.732,1.8,4.6,0.5,0.7,,,,,,,,,,,,,,,
2888,2888,/players/m/mcdonmi01.html,Michael McDonald,1998,1998,C,"Utah Valley, New Orleans",6-10,232.0,"February 13, 1969",,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.593,88.0,7.0,0.581,2.8,4.7,1.4,2.4,0.0,0.0,0.0
2889,2889,/players/m/mcdonro01.html,Roderick McDonald,1971,1973,F,Whitworth,6-6,205.0,"April 9, 1945",0.448,87.0,3.2,0.704,1.3,2.9,0.7,0.9,0.0,0.1,0.375,0.454,,,,,,,,,,,
2890,2890,/players/m/mcdowha01.html,Hank McDowell,1982,1987,F-C,Memphis,6-9,215.0,"November 13, 1959",0.451,206.0,2.9,0.71,1.1,2.5,0.7,1.0,0.0,0.0,0.0,0.451,0.475,96.0,8.7,0.668,3.2,6.8,2.2,3.4,,,
2891,2891,/players/m/mcdyean01.html,Antonio McDyess,1996,2011,F-C,Alabama,6-9,220.0,"September 7, 1974",0.497,1015.0,12.0,0.67,5.0,10.0,2.1,3.1,0.0,0.1,0.117,0.497,0.533,59.0,12.8,0.625,5.4,10.1,2.0,3.3,0.0,0.0,0.0
2892,2892,/players/m/mcelrji01.html,Jim McElroy,1976,1982,G,Central Michigan University,6-3,190.0,"October 4, 1953",0.468,418.0,9.9,0.764,3.9,8.4,2.0,2.6,0.0,0.2,0.206,0.469,0.483,54.0,17.3,0.729,7.4,15.3,2.5,3.5,,,
2893,2893,/players/m/mcfarpa01.html,Patrick McFarland,1974,1976,F-G,Saint Joseph's,6-5,185.0,"December 7, 1951",0.458,148.0,6.4,0.771,2.8,6.1,0.7,0.9,0.1,0.3,0.262,0.465,,,,,,,,,,,
2894,2894,/players/m/mcfariv01.html,Ivan McFarlin,2007,2007,F,Oklahoma State,6-8,240.0,"April 26, 1982",0.385,11.0,1.4,0.714,0.5,1.2,0.5,0.6,0.0,0.1,0.0,0.385,0.584,132.0,11.6,0.668,4.6,7.9,2.3,3.5,0.0,0.0,0.4
2895,2895,/players/m/mcgahme01.html,Mel McGaha,1949,1949,G,Arkansas,6-1,190.0,"September 26, 1926",0.318,51.0,3.5,0.591,1.2,3.8,1.0,1.7,,,,,,,,,,,,,,,
2896,2896,/players/m/mcgarmi01.html,Mitch McGary,2015,2016,F-C,Michigan,6-10,255.0,"June 6, 1992",0.527,52.0,4.4,0.58,1.9,3.6,0.6,1.0,0.0,0.1,0.0,0.527,0.588,47.0,7.8,0.513,3.5,5.9,0.8,1.6,0.0,0.0,0.0
2897,2897,/players/m/mcgeeja01.html,JaVale McGee,2009,2022,C,Nevada,7-0,270.0,"January 19, 1988",0.572,753.0,7.9,0.594,3.4,5.9,1.1,1.9,0.0,0.1,0.175,0.573,0.542,66.0,8.7,0.514,3.5,6.5,1.4,2.7,0.2,0.7,0.356
2898,2898,/players/m/mcgeemi01.html,Mike McGee,1982,1990,G-F,Michigan,6-5,190.0,"July 29, 1959",0.487,520.0,9.6,0.597,4.0,8.2,0.9,1.6,0.6,1.7,0.354,0.523,0.486,114.0,21.4,0.703,8.9,18.2,3.7,5.2,,,
2899,2899,/players/m/mcgilbi01.html,Bill McGill,1963,1970,C-F,Utah,6-9,225.0,"September 16, 1939",0.514,295.0,10.5,0.701,4.3,8.4,1.9,2.7,0.0,0.0,,0.514,,,,,,,,,,,
2900,2900,/players/m/mcginge01.html,George McGinnis,1972,1982,F-C,Indiana,6-8,235.0,"August 12, 1950",0.458,842.0,20.2,0.664,7.6,16.6,4.9,7.4,0.2,0.6,0.273,0.461,0.46,24.0,30.0,0.614,11.8,25.6,6.4,10.4,,,
2901,2901,/players/m/mcglojo01.html,Jon McGlocklin,1966,1976,G-F,Indiana,6-5,205.0,"June 10, 1943",0.489,792.0,11.6,0.845,5.1,10.3,1.5,1.7,,,,,0.485,69.0,12.7,0.796,5.5,11.3,1.7,2.1,,,
2903,2903,/players/m/mcgregi01.html,Gil McGregor,1972,1972,F,Wake Forest,6-8,240.0,"June 14, 1949",0.363,42.0,4.1,0.696,1.6,4.3,0.9,1.3,,,,,,,,,,,,,,,
2904,2904,/players/m/mcgriel01.html,Elton McGriff,1968,1969,C,Creighton,6-9,225.0,"August 21, 1942",0.477,56.0,6.0,0.592,2.2,4.6,1.6,2.7,0.0,0.0,0.0,0.477,,,,,,,,,,,
2905,2905,/players/m/mcgruro01.html,Rodney McGruder,2017,2022,G,Kansas State,6-4,205.0,"July 29, 1991",0.418,238.0,5.8,0.648,2.2,5.3,0.5,0.8,0.9,2.5,0.341,0.499,0.452,135.0,11.7,0.759,4.2,9.3,1.9,2.5,1.4,3.7,0.381
2906,2906,/players/m/mcguial01.html,Alfred McGuire,1952,1955,G-F,St. John's,6-2,180.0,"September 7, 1928",0.379,191.0,4.0,0.551,1.3,3.5,1.3,2.4,,,,,0.418,82.0,8.1,0.573,2.6,6.2,3.0,5.1,,,
2907,2907,/players/m/mcguial02.html,Allie McGuire,1974,1974,G,Marquette,6-3,175.0,"July 10, 1951",0.5,2.0,2.0,,1.0,2.0,0.0,0.0,,,,,0.385,85.0,9.1,0.797,3.7,9.7,1.7,2.1,,,
2908,2908,/players/m/mcguidi01.html,Dick McGuire,1950,1960,G,St. John's,6-0,180.0,"January 25, 1926",0.389,738.0,8.0,0.644,2.8,7.1,2.5,3.8,,,,,,88.0,9.5,0.852,3.6,,2.4,2.8,,,
2909,2909,/players/m/mcguido01.html,Dominic McGuire,2008,2013,F,"California, Fresno State",6-9,220.0,"October 20, 1985",0.419,342.0,2.7,0.658,1.1,2.7,0.5,0.7,0.0,0.0,0.188,0.42,0.462,86.0,8.7,0.556,3.3,7.2,1.8,3.2,0.3,1.1,0.253
2910,2910,/players/m/mchalke01.html,Kevin McHale,1981,1993,F-C,Minnesota,6-10,210.0,"December 19, 1957",0.554,971.0,17.9,0.798,7.0,12.7,3.7,4.7,0.0,0.2,0.261,0.555,0.553,112.0,15.2,0.773,6.4,11.5,2.5,3.2,,,
2911,2911,/players/m/mcharma01.html,Maurice McHartley,1968,1970,G-F,North Carolina A&T,6-3,185.0,"August 1, 1942",0.402,189.0,12.4,0.746,4.6,11.5,3.1,4.2,0.1,0.4,0.188,0.406,,,,,,,,,,,
2912,2912,/players/m/mcilvji01.html,Jim McIlvaine,1995,2001,C,Marquette,7-1,240.0,"July 30, 1972",0.446,401.0,2.7,0.551,1.1,2.4,0.6,1.0,0.0,0.0,0.1,0.447,0.552,118.0,10.8,0.687,4.0,7.2,2.9,4.2,0.0,0.0,
2913,2913,/players/m/mcinnje01.html,Jeff McInnis,1997,2008,G,UNC,6-4,190.0,"October 22, 1974",0.431,576.0,9.4,0.796,3.8,8.8,1.2,1.6,0.5,1.6,0.328,0.461,0.459,100.0,11.3,0.719,4.0,8.8,1.8,2.6,1.4,3.5,0.397
2914,2914,/players/m/mcintke01.html,Kenny McIntosh,1972,1975,F,Eastern Michigan,6-7,225.0,"January 21, 1949",0.361,177.0,5.3,0.581,2.3,6.3,0.7,1.3,,,,,0.521,33.0,25.4,0.574,10.1,19.4,5.2,9.0,,,
2915,2915,/players/m/mcintbo01.html,Bob McIntyre,1968,1970,F,St. John's,6-6,215.0,"January 23, 1944",0.374,28.0,7.1,0.576,2.9,7.8,1.2,2.1,0.0,0.1,0.25,0.377,,,,,,,,,,,
2916,2916,/players/m/mckeeje01.html,Jerry McKee,1970,1970,G,Ohio University,6-3,190.0,"August 4, 1946",0.0,1.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,
2917,2917,/players/m/mckenke01.html,Kevin McKenna,1982,1988,G-F,Creighton,6-5,195.0,"January 8, 1959",0.414,243.0,5.4,0.819,2.0,5.0,0.9,1.1,0.4,1.2,0.367,0.456,0.476,113.0,13.3,0.781,5.3,11.1,2.7,3.5,,,
2918,2918,/players/m/mckenfo01.html,Forrest McKenzie,1987,1987,F,Loyola Marymount,6-7,200.0,"February 16, 1963",0.25,6.0,2.8,1.0,1.2,4.7,0.3,0.3,0.2,0.3,0.5,0.268,0.491,110.0,18.7,0.833,8.1,16.5,2.5,3.0,,,
2919,2919,/players/m/mckenst01.html,Stan McKenzie,1968,1974,F-G,NYU,6-5,195.0,"October 6, 1944",0.444,396.0,9.0,0.802,3.2,7.3,2.6,3.2,,,,,0.455,81.0,15.6,0.742,5.6,12.4,4.3,5.8,,,
2920,2920,/players/m/mckeyde01.html,Derrick McKey,1988,2002,F-C,Alabama,6-9,205.0,"October 10, 1966",0.486,937.0,11.0,0.779,4.2,8.6,2.4,3.1,0.2,0.7,0.316,0.498,0.58,99.0,12.4,0.797,5.0,8.7,2.1,2.7,,,0.42
2921,2921,/players/m/mckieaa01.html,Aaron McKie,1995,2007,G,Temple,6-5,209.0,"October 2, 1972",0.438,793.0,7.4,0.779,2.9,6.5,1.2,1.5,0.5,1.4,0.35,0.475,0.421,92.0,17.9,0.79,6.1,14.5,3.8,4.8,1.9,5.3,0.366
2922,2922,/players/m/mckinbi01.html,Billy McKinney,1979,1986,G,Northwestern,6-0,160.0,"June 5, 1955",0.493,476.0,8.0,0.82,3.3,6.6,1.5,1.8,0.0,0.1,0.063,0.493,0.467,102.0,18.6,0.79,7.5,16.1,3.6,4.5,,,
2923,2923,/players/m/mckinbo01.html,Bones McKinney,1947,1952,F-C,UNC,6-6,185.0,"January 1, 1919",0.298,318.0,9.4,0.711,3.6,12.1,2.2,3.1,,,,,,,,,,,,,,,
2924,2924,/players/m/mckinca01.html,Carlton McKinney,1990,1992,G,"Tulsa, SMU",6-4,190.0,"October 21, 1964",0.244,9.0,2.4,0.5,1.1,4.6,0.2,0.4,0.0,0.1,0.0,0.244,0.477,116.0,11.2,0.712,4.8,10.1,1.0,1.3,,,0.4
2925,2925,/players/m/mckintr01.html,Trey McKinney-Jones,2018,2018,G,"Missouri-Kansas City, Miami (FL)",6-5,214.0,"August 27, 1990",,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.444,130.0,7.7,0.74,2.6,5.9,1.4,2.0,1.0,2.6,0.363
